ATTENDANCE,WAIT TIME,START OF 1 RIDE FOR ATTRACTION,ATTRACTION,ATTENDANCE 15 MIN,GUEST CARRIED,DATE,EXACT START RIDE 1,MEAN GUEST CARRIED,PEOPLE IN LINE,PEOPLE INSIDE ATTRACTION,BIN
48365.77760286862,15.0,2022-08-03 17:15:00,Rapids Ride,47212.36386868462,120.0,2022-08-03,17:15:00,175.5000611111111,0.0,176.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 10:45:00,Giga Coaster,1000.0326899679956,0.0,2022-08-03,10:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 18:30:00,Crazy Dance,45180.83260478225,0.0,2022-08-03,18:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,30.0,2022-08-03 15:15:00,Spinning Coaster,15504.26072916971,323.0,2022-08-03,15:15:00,277.8333333333333,278.0,278.0,"[270, 285)"
48365.77760286862,5.0,2022-08-03 09:15:00,Flying Coaster,1000.0000032730536,202.0,2022-08-03,09:15:00,150.72222222222223,0.0,151.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 22:15:00,Merry Go Round,13101.661585062504,51.0,2022-08-03,22:15:00,99.0,0.0,99.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 10:45:00,Crazy Dance,1000.0326899679956,0.0,2022-08-03,10:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,30.0,2022-08-03 13:30:00,Water Ride,1652.1489488782477,86.0,2022-08-03,13:30:00,116.73333333333333,117.0,117.0,"[105, 120)"
48365.77760286862,10.0,2022-08-03 11:00:00,Merry Go Round,1000.10703992308,365.0,2022-08-03,11:00:00,347.6666666666667,0.0,348.0,"[0, 15)"
48365.77760286862,15.0,2022-08-03 19:15:00,Bungee Jump,38948.44396834698,209.0,2022-08-03,19:15:00,230.1875,0.0,230.0,"[0, 15)"
48365.77760286862,35.0,2022-08-03 18:45:00,Go-Karts,43310.75087583094,276.0,2022-08-03,18:45:00,298.72222222222223,398.0,299.0,"[390, 405)"
48365.77760286862,45.0,2022-08-03 15:15:00,Drop Tower,15504.26072916971,79.0,2022-08-03,15:15:00,98.5,197.0,98.0,"[195, 210)"
48365.77760286862,15.0,2022-08-03 17:30:00,Haunted House,48199.81382727522,159.0,2022-08-03,17:30:00,141.88888888888889,0.0,142.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 14:45:00,Circus Train,8506.668961816376,229.0,2022-08-03,14:45:00,234.22222222222223,0.0,234.0,"[0, 15)"
48365.77760286862,35.0,2022-08-03 11:30:00,Spinning Coaster,1000.9527021317972,283.0,2022-08-03,11:30:00,280.55555555555554,374.0,281.0,"[360, 375)"
48365.77760286862,20.0,2022-08-03 16:45:00,Superman Ride,42515.82522079129,185.0,2022-08-03,16:45:00,159.11764705882354,53.0,159.0,"[45, 60)"
48365.77760286862,5.0,2022-08-03 21:15:00,Oz Theatre,20351.36516027148,0.0,2022-08-03,21:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 19:30:00,Flying Coaster,36589.58669651364,379.0,2022-08-03,19:30:00,414.3529411764706,0.0,414.0,"[0, 15)"
48365.77760286862,50.0,2022-08-03 10:45:00,Swing Ride,1000.0326899679956,140.0,2022-08-03,10:45:00,115.38888888888889,269.0,115.0,"[255, 270)"
48365.77760286862,30.0,2022-08-03 12:15:00,Haunted House,1016.4386944893212,103.0,2022-08-03,12:15:00,125.0,125.0,125.0,"[120, 135)"
48365.77760286862,50.0,2022-08-03 14:45:00,Drop Tower,8506.668961816376,74.0,2022-08-03,14:45:00,90.0,210.0,90.0,"[210, 225)"
48365.77760286862,5.0,2022-08-03 15:15:00,Giga Coaster,15504.26072916971,0.0,2022-08-03,15:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 20:30:00,Oz Theatre,26978.89586102753,0.0,2022-08-03,20:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,-0.0,2022-08-03 21:30:00,Free Fall,18350.26881623285,0.0,2022-08-03,21:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,40.0,2022-08-03 13:30:00,Go-Karts,1652.1489488782477,308.0,2022-08-03,13:30:00,270.2352941176471,450.0,270.0,"[450, 465)"
48365.77760286862,5.0,2022-08-03 20:45:00,Himalaya Ride,24679.62796293144,0.0,2022-08-03,20:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,-0.0,2022-08-03 18:00:00,Himalaya Ride,47829.61982366987,0.0,2022-08-03,18:00:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,20.0,2022-08-03 19:00:00,Rapids Ride,41208.40889516623,197.0,2022-08-03,19:00:00,191.94129411764706,64.0,192.0,"[60, 75)"
48365.77760286862,5.0,2022-08-03 15:00:00,Oz Theatre,11661.079205648237,148.0,2022-08-03,15:00:00,114.66666666666667,0.0,115.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 16:00:00,Himalaya Ride,29717.27074006359,0.0,2022-08-03,16:00:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,35.0,2022-08-03 16:00:00,Go-Karts,29717.27074006359,344.0,2022-08-03,16:00:00,304.22222222222223,406.0,304.0,"[405, 420)"
48365.77760286862,15.0,2022-08-03 18:15:00,Merry Go Round,46724.94480069884,364.0,2022-08-03,18:15:00,318.72222222222223,0.0,319.0,"[0, 15)"
48365.77760286862,55.0,2022-08-03 15:00:00,Giant Wheel,11661.079205648237,156.0,2022-08-03,15:00:00,249.55555555555554,665.0,250.0,"[660, 675)"
48365.77760286862,40.0,2022-08-03 10:45:00,Drop Tower,1000.0326899679956,92.0,2022-08-03,10:45:00,99.88888888888889,166.0,100.0,"[165, 180)"
48365.77760286862,5.0,2022-08-03 22:00:00,Haunted House,14720.481928338577,0.0,2022-08-03,22:00:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,35.0,2022-08-03 13:45:00,Bungee Jump,2169.600624050548,234.0,2022-08-03,13:45:00,209.05882352941177,279.0,209.0,"[270, 285)"
48365.77760286862,25.0,2022-08-03 17:00:00,Haunted House,45322.965116770734,140.0,2022-08-03,17:00:00,132.94444444444446,89.0,133.0,"[75, 90)"
48365.77760286862,55.0,2022-08-03 12:00:00,Drop Tower,1006.7236105356628,89.0,2022-08-03,12:00:00,92.38888888888889,246.0,92.0,"[240, 255)"
48365.77760286862,5.0,2022-08-03 21:00:00,Himalaya Ride,22465.26275411106,0.0,2022-08-03,21:00:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,15.0,2022-08-03 11:30:00,Bumper Cars,1000.9527021317972,198.0,2022-08-03,11:30:00,180.27777777777777,0.0,180.0,"[0, 15)"
48365.77760286862,20.0,2022-08-03 20:45:00,Haunted House,24679.62796293144,147.0,2022-08-03,20:45:00,145.52941176470588,49.0,146.0,"[45, 60)"
48365.77760286862,45.0,2022-08-03 10:00:00,Swing Ride,1000.0006013794822,99.0,2022-08-03,10:00:00,134.27777777777777,269.0,134.0,"[255, 270)"
48365.77760286862,5.0,2022-08-03 11:00:00,Crazy Dance,1000.10703992308,0.0,2022-08-03,11:00:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 17:15:00,Bumper Cars,47212.36386868462,178.0,2022-08-03,17:15:00,174.88888888888889,0.0,175.0,"[0, 15)"
48365.77760286862,-0.0,2022-08-03 11:30:00,Giga Coaster,1000.9527021317972,0.0,2022-08-03,11:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,25.0,2022-08-03 09:15:00,Zipline,1000.0000032730536,53.0,2022-08-03,09:15:00,72.76470588235294,49.0,73.0,"[45, 60)"
48365.77760286862,55.0,2022-08-03 15:15:00,Giant Wheel,15504.26072916971,192.0,2022-08-03,15:15:00,253.72222222222223,677.0,254.0,"[675, 690)"
48365.77760286862,40.0,2022-08-03 16:00:00,Giant Wheel,29717.27074006359,208.0,2022-08-03,16:00:00,268.70588235294116,448.0,269.0,"[435, 450)"
48365.77760286862,35.0,2022-08-03 11:15:00,Spinning Coaster,1000.329071879057,267.0,2022-08-03,11:15:00,283.5,378.0,284.0,"[375, 390)"
48365.77760286862,5.0,2022-08-03 22:45:00,Roller Coaster,10261.900141239405,0.0,2022-08-03,22:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,35.0,2022-08-03 19:00:00,Go-Karts,41208.40889516623,285.0,2022-08-03,19:00:00,299.8235294117647,400.0,300.0,"[390, 405)"
48365.77760286862,40.0,2022-08-03 16:45:00,Zipline,42515.82522079129,50.0,2022-08-03,16:45:00,65.41176470588235,109.0,65.0,"[105, 120)"
48365.77760286862,35.0,2022-08-03 14:30:00,Bungee Jump,6056.073630310249,243.0,2022-08-03,14:30:00,202.44444444444446,270.0,202.0,"[270, 285)"
48365.77760286862,10.0,2022-08-03 10:00:00,Circus Train,1000.0006013794822,263.0,2022-08-03,10:00:00,209.94117647058823,0.0,210.0,"[0, 15)"
48365.77760286862,-0.0,2022-08-03 21:45:00,Giga Coaster,16471.208031441303,0.0,2022-08-03,21:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 20:30:00,Bumper Cars,26978.89586102753,163.0,2022-08-03,20:30:00,152.2941176470588,0.0,152.0,"[0, 15)"
48365.77760286862,15.0,2022-08-03 11:15:00,Merry Go Round,1000.329071879057,271.0,2022-08-03,11:15:00,351.4117647058824,0.0,351.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 15:00:00,Himalaya Ride,11661.079205648237,0.0,2022-08-03,15:00:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 09:00:00,Vertical Drop,1000.0,0.0,2022-08-03,09:00:00,0.027777777777777776,0.0,0.0,"[0, 15)"
48365.77760286862,15.0,2022-08-03 10:45:00,Dizzy Dropper,1000.0326899679956,76.0,2022-08-03,10:45:00,107.88888888888889,0.0,108.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 09:30:00,Giga Coaster,1000.0000243986782,0.0,2022-08-03,09:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,60.0,2022-08-03 17:30:00,Swing Ride,48199.81382727522,98.0,2022-08-03,17:30:00,128.7058823529412,386.0,129.0,"[375, 390)"
48365.77760286862,20.0,2022-08-03 18:45:00,Bungee Jump,43310.75087583094,277.0,2022-08-03,18:45:00,229.47058823529412,76.0,229.0,"[75, 90)"
48365.77760286862,5.0,2022-08-03 11:15:00,Himalaya Ride,1000.329071879057,0.0,2022-08-03,11:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,30.0,2022-08-03 19:45:00,Water Ride,34178.4479121694,129.0,2022-08-03,19:45:00,128.4,128.0,128.0,"[120, 135)"
48365.77760286862,-0.0,2022-08-03 21:45:00,Crazy Dance,16471.208031441303,0.0,2022-08-03,21:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 20:00:00,Oz Theatre,31752.82931045228,0.0,2022-08-03,20:00:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 22:15:00,Kiddie Coaster,13101.661585062504,0.0,2022-08-03,22:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,25.0,2022-08-03 14:15:00,Haunted House,4253.501751554759,125.0,2022-08-03,14:15:00,122.55555555555556,82.0,123.0,"[75, 90)"
48365.77760286862,20.0,2022-08-03 12:45:00,Flying Coaster,1083.6919849079725,562.0,2022-08-03,12:45:00,544.5,182.0,544.0,"[180, 195)"
48365.77760286862,15.0,2022-08-03 10:00:00,Water Ride,1000.0006013794822,135.0,2022-08-03,10:00:00,143.5625,0.0,144.0,"[0, 15)"
48365.77760286862,50.0,2022-08-03 10:15:00,Giant Wheel,1000.002473184398,339.0,2022-08-03,10:15:00,316.875,739.0,317.0,"[735, 750)"
48365.77760286862,20.0,2022-08-03 14:30:00,Dizzy Dropper,6056.073630310249,133.0,2022-08-03,14:30:00,90.77777777777777,30.0,91.0,"[30, 45)"
48365.77760286862,5.0,2022-08-03 19:30:00,Giga Coaster,36589.58669651364,0.0,2022-08-03,19:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 20:45:00,Spiral Slide,24679.62796293144,0.0,2022-08-03,20:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 13:00:00,Circus Train,1174.5911564012913,212.0,2022-08-03,13:00:00,227.61111111111111,0.0,228.0,"[0, 15)"
48365.77760286862,55.0,2022-08-03 12:15:00,Free Fall,1016.4386944893212,47.0,2022-08-03,12:15:00,37.611111111111114,100.0,38.0,"[90, 105)"
48365.77760286862,15.0,2022-08-03 12:15:00,Dizzy Dropper,1016.4386944893212,70.0,2022-08-03,12:15:00,91.66666666666667,0.0,92.0,"[0, 15)"
48365.77760286862,60.0,2022-08-03 12:15:00,Zipline,1016.4386944893212,76.0,2022-08-03,12:15:00,62.35294117647059,187.0,62.0,"[180, 195)"
48365.77760286862,5.0,2022-08-03 22:30:00,Merry Go Round,11615.837708351546,53.0,2022-08-03,22:30:00,56.888888888888886,0.0,57.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 13:00:00,Oz Theatre,1174.5911564012913,128.0,2022-08-03,13:00:00,107.5,0.0,108.0,"[0, 15)"
48365.77760286862,-0.0,2022-08-03 21:15:00,Superman Ride,20351.36516027148,0.0,2022-08-03,21:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,30.0,2022-08-03 13:30:00,Bungee Jump,1652.1489488782477,253.0,2022-08-03,13:30:00,218.8235294117647,219.0,219.0,"[210, 225)"
48365.77760286862,-0.0,2022-08-03 22:00:00,Crazy Dance,14720.481928338577,0.0,2022-08-03,22:00:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 19:45:00,Rapids Ride,34178.4479121694,132.0,2022-08-03,19:45:00,192.706,0.0,193.0,"[0, 15)"
48365.77760286862,-0.0,2022-08-03 22:30:00,Swing Ride,11615.837708351546,0.0,2022-08-03,22:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,15.0,2022-08-03 11:30:00,Flying Coaster,1000.9527021317972,586.0,2022-08-03,11:30:00,561.8,0.0,562.0,"[0, 15)"
48365.77760286862,30.0,2022-08-03 22:15:00,Giant Wheel,13101.661585062504,178.0,2022-08-03,22:15:00,318.875,319.0,319.0,"[315, 330)"
48365.77760286862,10.0,2022-08-03 10:00:00,Merry Go Round,1000.0006013794822,262.0,2022-08-03,10:00:00,313.875,0.0,314.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 14:45:00,Crazy Dance,8506.668961816376,0.0,2022-08-03,14:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,25.0,2022-08-03 10:30:00,Water Ride,1000.0093321652694,129.0,2022-08-03,10:30:00,137.1875,91.0,137.0,"[90, 105)"
48365.77760286862,5.0,2022-08-03 19:15:00,Free Fall,38948.44396834698,0.0,2022-08-03,19:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,40.0,2022-08-03 18:15:00,Zipline,46724.94480069884,53.0,2022-08-03,18:15:00,53.111111111111114,89.0,53.0,"[75, 90)"
48365.77760286862,5.0,2022-08-03 19:00:00,Oz Theatre,41208.40889516623,0.0,2022-08-03,19:00:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,50.0,2022-08-03 14:30:00,Drop Tower,6056.073630310249,91.0,2022-08-03,14:30:00,89.0,208.0,89.0,"[195, 210)"
48365.77760286862,-0.0,2022-08-03 22:30:00,Himalaya Ride,11615.837708351546,0.0,2022-08-03,22:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,55.0,2022-08-03 16:15:00,Swing Ride,34513.82511188385,98.0,2022-08-03,16:15:00,99.06666666666666,264.0,99.0,"[255, 270)"
48365.77760286862,35.0,2022-08-03 13:30:00,Roller Coaster,1652.1489488782477,28.0,2022-08-03,13:30:00,23.944444444444443,32.0,24.0,"[30, 45)"
48365.77760286862,15.0,2022-08-03 20:30:00,Haunted House,26978.89586102753,159.0,2022-08-03,20:30:00,138.5625,0.0,139.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 15:15:00,Crazy Dance,15504.26072916971,0.0,2022-08-03,15:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 21:45:00,Rapids Ride,16471.208031441303,0.0,2022-08-03,21:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 16:15:00,Himalaya Ride,34513.82511188385,0.0,2022-08-03,16:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,20.0,2022-08-03 17:15:00,Merry Go Round,47212.36386868462,233.0,2022-08-03,17:15:00,295.1111111111111,98.0,295.0,"[90, 105)"
48365.77760286862,20.0,2022-08-03 18:15:00,Spinning Coaster,46724.94480069884,293.0,2022-08-03,18:15:00,300.22222222222223,100.0,300.0,"[90, 105)"
48365.77760286862,10.0,2022-08-03 11:30:00,Oz Theatre,1000.9527021317972,0.0,2022-08-03,11:30:00,2.138888888888889,0.0,2.0,"[0, 15)"
48365.77760286862,25.0,2022-08-03 20:15:00,Bungee Jump,29344.13465629077,224.0,2022-08-03,20:15:00,234.0,156.0,234.0,"[150, 165)"
48365.77760286862,5.0,2022-08-03 19:15:00,Inverted Coaster,38948.44396834698,0.0,2022-08-03,19:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,20.0,2022-08-03 09:45:00,Zipline,1000.000131202159,65.0,2022-08-03,09:45:00,76.33333333333333,25.0,76.0,"[15, 30)"
48365.77760286862,-0.0,2022-08-03 21:15:00,Free Fall,20351.36516027148,0.0,2022-08-03,21:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,-0.0,2022-08-03 18:45:00,Roller Coaster,43310.75087583094,0.0,2022-08-03,18:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 21:45:00,Bumper Cars,16471.208031441303,155.0,2022-08-03,21:45:00,141.16666666666666,0.0,141.0,"[0, 15)"
48365.77760286862,15.0,2022-08-03 10:00:00,Superman Ride,1000.0006013794822,136.0,2022-08-03,10:00:00,97.5625,0.0,98.0,"[0, 15)"
48365.77760286862,25.0,2022-08-03 20:00:00,Go-Karts,31752.82931045228,302.0,2022-08-03,20:00:00,314.29411764705884,210.0,314.0,"[210, 225)"
48365.77760286862,20.0,2022-08-03 16:30:00,Vertical Drop,38859.59831181894,248.0,2022-08-03,16:30:00,250.42857142857142,83.0,250.0,"[75, 90)"
48365.77760286862,5.0,2022-08-03 15:00:00,Giga Coaster,11661.079205648237,0.0,2022-08-03,15:00:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,40.0,2022-08-03 20:00:00,Swing Ride,31752.82931045228,109.0,2022-08-03,20:00:00,124.17647058823529,207.0,124.0,"[195, 210)"
48365.77760286862,15.0,2022-08-03 21:00:00,Bungee Jump,22465.26275411106,244.0,2022-08-03,21:00:00,196.7058823529412,0.0,197.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 12:30:00,Oz Theatre,1038.0852712750116,107.0,2022-08-03,12:30:00,91.88888888888889,0.0,92.0,"[0, 15)"
48365.77760286862,30.0,2022-08-03 19:45:00,Drop Tower,34178.4479121694,119.0,2022-08-03,19:45:00,107.47058823529412,107.0,107.0,"[105, 120)"
48365.77760286862,60.0,2022-08-03 12:30:00,Swing Ride,1038.0852712750116,79.0,2022-08-03,12:30:00,99.94117647058823,300.0,100.0,"[300, 315)"
48365.77760286862,15.0,2022-08-03 10:00:00,Haunted House,1000.0006013794822,136.0,2022-08-03,10:00:00,142.7058823529412,0.0,143.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 10:45:00,Spiral Slide,1000.0326899679956,32.0,2022-08-03,10:45:00,28.5,0.0,28.0,"[0, 15)"
48365.77760286862,30.0,2022-08-03 13:15:00,Spinning Coaster,1346.0404413212004,267.0,2022-08-03,13:15:00,288.3529411764706,288.0,288.0,"[285, 300)"
48365.77760286862,40.0,2022-08-03 15:45:00,Zipline,24758.36808246813,40.0,2022-08-03,15:45:00,59.27777777777778,99.0,59.0,"[90, 105)"
48365.77760286862,10.0,2022-08-03 10:45:00,Flying Coaster,1000.0326899679956,650.0,2022-08-03,10:45:00,569.8125,0.0,570.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 10:00:00,Bumper Cars,1000.0006013794822,178.0,2022-08-03,10:00:00,172.61111111111111,0.0,173.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 21:30:00,Himalaya Ride,18350.26881623285,0.0,2022-08-03,21:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,55.0,2022-08-03 13:00:00,Swing Ride,1174.5911564012913,67.0,2022-08-03,13:00:00,86.33333333333333,230.0,86.0,"[225, 240)"
48365.77760286862,5.0,2022-08-03 22:00:00,Merry Go Round,14720.481928338577,107.0,2022-08-03,22:00:00,126.27777777777777,0.0,126.0,"[0, 15)"
48365.77760286862,-0.0,2022-08-03 22:45:00,Crazy Dance,10261.900141239405,0.0,2022-08-03,22:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 09:30:00,Haunted House,1000.0000243986782,169.0,2022-08-03,09:30:00,150.2941176470588,0.0,150.0,"[0, 15)"
48365.77760286862,20.0,2022-08-03 17:00:00,Merry Go Round,45322.965116770734,301.0,2022-08-03,17:00:00,312.70588235294116,104.0,313.0,"[90, 105)"
48365.77760286862,20.0,2022-08-03 17:15:00,Superman Ride,47212.36386868462,106.0,2022-08-03,17:15:00,110.33333333333333,37.0,110.0,"[30, 45)"
48365.77760286862,30.0,2022-08-03 18:00:00,Water Ride,47829.61982366987,135.0,2022-08-03,18:00:00,132.30769230769232,132.0,132.0,"[120, 135)"
48365.77760286862,5.0,2022-08-03 13:45:00,Superman Ride,2169.600624050548,161.0,2022-08-03,13:45:00,170.35294117647058,0.0,170.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 16:15:00,Oz Theatre,34513.82511188385,98.0,2022-08-03,16:15:00,116.55555555555556,0.0,117.0,"[0, 15)"
48365.77760286862,-0.0,2022-08-03 11:45:00,Giga Coaster,1002.6030887210632,0.0,2022-08-03,11:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 15:15:00,Circus Train,15504.26072916971,219.0,2022-08-03,15:15:00,243.94444444444446,0.0,244.0,"[0, 15)"
48365.77760286862,45.0,2022-08-03 20:45:00,Giant Wheel,24679.62796293144,317.0,2022-08-03,20:45:00,318.14285714285717,636.0,318.0,"[630, 645)"
48365.77760286862,5.0,2022-08-03 20:15:00,Kiddie Coaster,29344.13465629077,0.0,2022-08-03,20:15:00,64.47220555555556,0.0,64.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 19:00:00,Superman Ride,41208.40889516623,130.0,2022-08-03,19:00:00,159.52941176470588,0.0,160.0,"[0, 15)"
48365.77760286862,50.0,2022-08-03 12:30:00,Roller Coaster,1038.0852712750116,9.0,2022-08-03,12:30:00,11.470588235294118,27.0,11.0,"[15, 30)"
48365.77760286862,35.0,2022-08-03 19:00:00,Water Ride,41208.40889516623,109.0,2022-08-03,19:00:00,114.5,153.0,114.0,"[150, 165)"
48365.77760286862,30.0,2022-08-03 15:00:00,Merry Go Round,11661.079205648237,395.0,2022-08-03,15:00:00,322.3333333333333,322.0,322.0,"[315, 330)"
48365.77760286862,65.0,2022-08-03 15:30:00,Free Fall,19933.66135609636,46.0,2022-08-03,15:30:00,41.72222222222222,139.0,42.0,"[135, 150)"
48365.77760286862,15.0,2022-08-03 11:15:00,Spiral Slide,1000.329071879057,33.0,2022-08-03,11:15:00,32.333333333333336,0.0,32.0,"[0, 15)"
48365.77760286862,45.0,2022-08-03 13:45:00,Zipline,2169.600624050548,63.0,2022-08-03,13:45:00,66.61111111111111,133.0,67.0,"[120, 135)"
48365.77760286862,10.0,2022-08-03 17:00:00,Bumper Cars,45322.965116770734,172.0,2022-08-03,17:00:00,176.66666666666666,0.0,177.0,"[0, 15)"
48365.77760286862,15.0,2022-08-03 19:15:00,Spinning Coaster,38948.44396834698,198.0,2022-08-03,19:15:00,259.70588235294116,0.0,260.0,"[0, 15)"
48365.77760286862,20.0,2022-08-03 17:30:00,Superman Ride,48199.81382727522,90.0,2022-08-03,17:30:00,119.6470588235294,40.0,120.0,"[30, 45)"
48365.77760286862,10.0,2022-08-03 15:00:00,Spiral Slide,11661.079205648237,23.0,2022-08-03,15:00:00,27.77777777777778,0.0,28.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 19:30:00,Oz Theatre,36589.58669651364,0.0,2022-08-03,19:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,15.0,2022-08-03 17:00:00,Rapids Ride,45322.965116770734,153.0,2022-08-03,17:00:00,179.58829411764708,0.0,180.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 18:00:00,Free Fall,47829.61982366987,0.0,2022-08-03,18:00:00,0.6111111111111112,0.0,1.0,"[0, 15)"
48365.77760286862,60.0,2022-08-03 16:15:00,Free Fall,34513.82511188385,57.0,2022-08-03,16:15:00,42.166666666666664,126.0,42.0,"[120, 135)"
48365.77760286862,65.0,2022-08-03 14:30:00,Free Fall,6056.073630310249,61.0,2022-08-03,14:30:00,42.55555555555556,142.0,43.0,"[135, 150)"
48365.77760286862,15.0,2022-08-03 12:30:00,Dizzy Dropper,1038.0852712750116,105.0,2022-08-03,12:30:00,89.16666666666667,0.0,89.0,"[0, 15)"
48365.77760286862,25.0,2022-08-03 12:00:00,Vertical Drop,1006.7236105356628,164.0,2022-08-03,12:00:00,237.33333333333334,158.0,237.0,"[150, 165)"
48365.77760286862,15.0,2022-08-03 17:30:00,Rapids Ride,48199.81382727522,159.0,2022-08-03,17:30:00,157.33338333333333,0.0,157.0,"[0, 15)"
48365.77760286862,50.0,2022-08-03 14:00:00,Swing Ride,2997.892472021046,88.0,2022-08-03,14:00:00,87.0,203.0,87.0,"[195, 210)"
48365.77760286862,5.0,2022-08-03 09:30:00,Free Fall,1000.0000243986782,0.0,2022-08-03,09:30:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 11:00:00,Kiddie Coaster,1000.10703992308,245.0,2022-08-03,11:00:00,229.22222222222223,0.0,229.0,"[0, 15)"
48365.77760286862,10.0,2022-08-03 14:30:00,Circus Train,6056.073630310249,242.0,2022-08-03,14:30:00,235.33333333333334,0.0,235.0,"[0, 15)"
48365.77760286862,5.0,2022-08-03 20:45:00,Free Fall,24679.62796293144,0.0,2022-08-03,20:45:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,20.0,2022-08-03 11:30:00,Haunted House,1000.9527021317972,107.0,2022-08-03,11:30:00,128.52941176470588,43.0,129.0,"[30, 45)"
48365.77760286862,25.0,2022-08-03 16:30:00,Merry Go Round,38859.59831181894,344.0,2022-08-03,16:30:00,313.44444444444446,209.0,313.0,"[195, 210)"
48365.77760286862,5.0,2022-08-03 22:15:00,Himalaya Ride,13101.661585062504,0.0,2022-08-03,22:15:00,0.0,0.0,0.0,"[0, 15)"
48365.77760286862,35.0,2022-08-03 12:00:00,Spinning Coaster,1006.7236105356628,274.0,2022-08-03,12:00:00,282.05555555555554,376.0,282.0,"[375, 390)"
48365.77760286862,40.0,2022-08-03 13:45:00,Roller Coaster,2169.600624050548,2.0,2022-08-03,13:45:00,10.555555555555555,18.0,11.0,"[15, 30)"
48365.77760286862,-0.0,2022-08-03 18:30:00,Roller Coaster,45180.83260478225,0.0,2022-08-03,18:30:00,0.0,0.0,0.0,"[0, 15)"
